comment_id,reply_text,intent,offensiveness,confidence,method
26155,[滑稽]很好的灵感  但是我开滚动弹幕加长按三倍速,0,0,0.95,Batch_Inference_DPLD
24467,"在我看来，这短短的三分多钟否定了一切，
既，所听，所见，以及我们的感知
“耳听为虚，眼见为实”以及“眼见也可能为虚”的概念从“我们的感知层面上既有可能是虚假的”方面被否定，从根本上彻底的推翻与打破
很佩服up能用如此短的视频的方式呈现出了那个问题：如果世界是真的我们该怎么证明？若是假的又该怎么去证明？
感官告诉我们听到了，摸到了，看到了，闻到了，尝到了。但我们仍无法证明“那东西”存在
或者相反，“存在”，真的就“既被感知”吗？",0,0,0.95,Batch_Inference_DPLD
21653,回复 @特特奥坎 : 我本来还信点社区的话的，经过4.8后。我是先体验海岛后再看看社区的（原本是怕社区把海岛有意思的内容剧透了，赶紧玩完去看看别人怎么想）结果这还是地球嘛，玩的是一个游戏吗，明明那么有意思。自此之后我一切以自己的体验为主，社区的说法永远小于我的真实体验。要是社区的什么过分了，我不介意化身巡海游侠[崩坏3_危险],0,0,0.95,Batch_Inference_DPLD
7422,回复 @异次元琳琅满目 :666巨人摊上高市早苗才是运气不好好吧，本来动漫都没内涵什么，甚至对屠杀进行了否定，韩吉还说过“任何情况下屠杀都是不对的”这种话，在我看来巨人就是反战，结果现在真是倒了八辈子血霉了，高市早苗一引用就成了反战败了[翻白眼],1,0,0.95,Batch_Inference_DPLD
49471,我在很认真的看视频，但我发现我听不懂up说的英语[保卫萝卜_哭哭][保卫萝卜_哭哭],0,0,0.95,Batch_Inference_DPLD
25357,还好我开了静音，我只能看字幕……,1,0,0.95,Batch_Inference_DPLD
49617,她说她的同学都有一段很长的名字，也想取一个像她同学那样的名字[翻白眼],1,0,0.95,Batch_Inference_DPLD
24253,母亲马上就来处理了[doge_金箍],0,0,0.95,Batch_Inference_DPLD
46206,"男的思维那又不一样。那男的小时候就是“是不是男子汉……？”，女娃娃摔了怪地面不平，男娃娃摔了要挨打，怎么走的路。所以男人不表达是常态，心情不好得受着，不是故意让你猜。
当然不排除你家那位有你说的成分。你也说了好哄不好哄。好哄，就是上一段说的，他是觉得这事儿可以受着，没怪你。",1,0,0.95,Batch_Inference_DPLD
22833,回复 @嘿吼嘿吼黑 :其实不是哪个玩法做的不好，而是综合起来的问题，剧诗要求广度，危战要求强度，深渊也不是每期都白给的……这时候抽卡要是连着歪，分分钟弃坑，对玩家来说是爱玩玩不玩退，但对米哈游来说，保留存，拉新，轻短期利益才是正确的选择， 他们都说自己是做ip的公司了，那玩家的舒适度和认可度应该是最优先的，而不是层层加码，让人感觉到压力。如果没人玩了，ip相关的产品怎么卖。就这些模式，借我两个脸也不敢给朋友推荐入坑。崩铁，绝区零再怎么膨胀，因为没有剧诗，只要挺几个月就和老玩家几乎没差距了。原神就完全不是这样，养成周期也太久了……后来的大世界竞争者又要来好几个了，这么干不是长久之计[辣眼睛],0,1,0.95,Batch_Inference_DPLD
35806,？？？？？啊啊啊啊英子你,1,0,0.95,Batch_Inference_DPLD
2470,"不要因为公司的奇怪的要求（免费加班，半夜开会，要求下班时间手机畅通等等）离职，因为你只要按照合同来，拒绝公司奇怪的要求，你就可以被辞退，被辞退是有赔偿金的……当然，你也可以在此期间骑驴找马
最后，面试的时候问一下，能不能晚上来，能不能周末来，回答能的，直接和对方说，嗯，不合适",0,0,0.95,Batch_Inference_DPLD
33676,[思考]她长的挺好看，但我也不太喜欢她这动作……无论拍广告与否,1,0,0.95,Batch_Inference_DPLD
42246,大专学的室内设计，毕业就放弃了专业，开始当配音演员，现在转型短剧演员。别人问我怎么做到的，我都是回答：运气好罢了，我真的一直在庆幸自己的运气，因为我知道自己如果没有这份运气，大概也会和片中的主人公一样。。。,0,0,0.95,Batch_Inference_DPLD
16353,真玩了许多游戏的，不会对4.8龙王调整有过多抱怨的好吧。不然一大票游戏的都得死。可是现在舆论风向貌似定型了，这种在其它游戏里屡见不鲜的修复ｂｕｇ，在原神这里怎么成了原罪一样呢？搞得现在讨论龙王转圈，都要先骂一句官方全责来给自己套盾政治正确一样。可真要是如此，那英雄联盟破刃ｂｕｇ反馈了不修导致别人开源大规模兴起开挂潮导致当期基本没法正常游玩，GTA大表哥这种线上更是没挂别玩的游戏，按同等的审判力度，是不是得死一死才行呢。原神玩家还是太自卑了，和19年20年一样，像吹都得先套盾，套到后面自己都习以为常觉得这才是真实情况了。。。。。,1,0,0.95,Batch_Inference_DPLD
15079,[doge_金箍],1,0,0.95,Batch_Inference_DPLD
4637,远离粉圈吧，远离了心情就要好些。我当初还会翻广场，或者翻黑贴啊等等，现在这些都不看了，就光看看物料，和追星搭子看看选秀啊演唱会啥的，开心了好多的。[脱单doge],0,0,0.95,Batch_Inference_DPLD
46746,回复 @0心做し0 :还有吧，就是我认为三观这个东西没有绝对正与否，只有合不合得来，也就是说，如果你能明确自己的观念具体是怎样的，做起筛选来也更方便。当然，我只是提供一个方向[doge]信不信由你,0,0,0.95,Batch_Inference_DPLD
32492,"【张元英澄清了？偷文化才是重点！逐个击破粉丝洗脑包！全部有图有证据 请帮忙传播-哔哩哔哩】 https://b23.tv/1XP9a7M
这是关于那个簪子的，详细的自行观看这个up主动态内容",0,0,0.95,Batch_Inference_DPLD
16274,[doge]无论那个一个版本，我都喜欢，从来就没有对原神失望过，也不在乎那些所谓的黑暗降临和节奏，到头来只能说我只是独自品味着原神，别人说什么那是他们自己的感受与我无关，我重始至终玩原神的目的很简单，把故事看完,0,0,0.95,Batch_Inference_DPLD
29254,[doge_金箍],0,0,0.95,Batch_Inference_DPLD
7966,发狂了[doge],0,0,0.95,Batch_Inference_DPLD
31674,呃…………其实……呃………………我觉得还蛮可爱的（目移）,1,0,0.95,Batch_Inference_DPLD
42470,你猜为什么某些国家要禁枪[doge],1,0,0.95,Batch_Inference_DPLD
49026,回复 @岳南路幼儿园吃饺子 :我是欧美粉，又不是金珠妮的粉丝。我在跟你解释欧美亚洲文化差异，你们看不了这种镜头表示惊讶匪夷所思，也可以理解。但这种尺度你拿到欧美圈去讨论尺度问题，会被欧美粉笑死。实话。算了，混的圈子不同，完全不在一个纬度谈论事情。。。,0,0,0.95,Batch_Inference_DPLD
21465,回复 @长野原家的狗勾 :也邀请你来看看这个视频稍微了解一下真正的雷神，制作组当年对雷神的塑造，很大一部分都采取了这种碎片化叙事，大世界藏匿文本的方式来描述，本质上是希望玩家自己探索大世界，然后分析出一个故事出来。https://b23.tv/BV1dNrcBAEZB,0,0,0.95,Batch_Inference_DPLD
14251,回复 @T0级i铁原老院 :我玩了4.0的测试服。。。对二相乐园和新角色表示一言难尽。。。开服全勤感觉我会在这个大版本退坑[无语],1,0,0.95,Batch_Inference_DPLD
4747,其实也不是只是粉丝的原因吧，感觉好像追星大环境就很，这么说吧，JENNIE塌了但是一个发四个人视频的团粉UP里，永远是JENNIE的播放量倍杀队友，要说全是粉丝刷的也不太可能，毕竟四个人都很火，仅管有争议但是各种舞台热度真得一个都不少。[微笑],1,0,0.95,Batch_Inference_DPLD
43934,终于有 up 说了。影视剧里似乎只有主角和上位者是善良的，聪慧的，而失权者、下位者必定是蠢坏的，这背后难道不是影视行业从业者，尤其是大导演对底层人民的误解和傲慢吗,1,0,0.95,Batch_Inference_DPLD
3969,回复 @你讲的什么东西 :具体是哪首呢[撇嘴],1,0,0.95,Batch_Inference_DPLD
41230,从言行观察，我感到一股尼味儿[妙啊]sorry,1,0,0.95,Batch_Inference_DPLD
47029,这个我看过，其他UP主有讲，说如果一个人总觉得付出是要对等的，说明他小时候没有被无条件的爱过，说明他在小时候家长给灌输的观念就是爱是有条件的。真正被无条件爱过的人，会觉得爱就是理所当然的。[脱单doge],0,0,0.95,Batch_Inference_DPLD
18136,回复 @御神木下君 :是这样的。我以前大概是开须弥前后玩的，两年全勤全探索。自己玩感觉过得去吧，枫丹我觉得最满意，当时也挺推荐的。优化也是一直在等，说是能不能变好。后来发现确实高估厂商了，从改龙王和4.8，他家不仅不好好做游戏，而且态度和思维模式就是挺神的。也是关注t0了，又看了一两年，简直是不能再符合我的刻板印象了[doge]。得亏没有继续吃这一坨。退坑根本原因是4.8炸了，还有整个5.0只想抽奶奶，其他的浓眉大眼我觉得都丑爆了，就没想费时间。直接原因是，我有天忘上号了，所谓“沉默成本”，瞬间就看开了。回坑啥的吧，看到以前引以为傲的八妲提钟打不过，粪坑怪什么的，一点想法没有[笑哭],0,0,0.95,Batch_Inference_DPLD
27730,话说up能将就网络对现实生活的影响吗，现今网络风气对生活状态影响太大了，大多都失去了自我，失去了意义，失去了宁静也失去了原则,0,0,0.95,Batch_Inference_DPLD
35215,我以为她在干啥呢[撇嘴][撇嘴],1,0,0.95,Batch_Inference_DPLD
18956,感受到了，他们那么爱，为什么1.0公测他们不在[妙啊],1,0,0.95,Batch_Inference_DPLD
23693,其实万事万物都是从一个基点产生的，up巧妙的用一个基本感官诠释了这个道理，看到事物本质的时候，我们不谈错误分支和干扰选项，仅修饰和丰富加工就足以蒙蔽双眼了，我人生有几个座右铭，其中一个我最喜欢，就是永远不要相信人说的话，包括自己的，因为但凡从嘴里说出来的，都是已经在脑子里回想很多次，带有强烈个人色彩。比如现在，其实我写了大概目前篇幅三到四倍的评论，删掉了我认为需要加的修饰解释甚至过度的个人观点，只呈现了这一段，向up致敬[奶茶干杯],0,0,0.95,Batch_Inference_DPLD
48800,她的粉丝最见的就是觉得病毒式的rs是黑她的，我寻思着她演的美剧那个画面配的如花台词没有上rs给她们的13脸卖惨说黑？？？？一问粉丝这个问题，粉丝就拉黑装哑巴，是真的见到司，从来没这么恶心过一个粉丝群体,1,0,0.95,Batch_Inference_DPLD
4357,黄铉辰也是霸凌石锤，道过歉的，还不是在团活动。。。看到弹幕说jyp不一样就觉得好笑，搞得一个娱乐公司还成为一股清流了一样,1,0,0.95,Batch_Inference_DPLD
818,国内大学最缺的就是职场教育，你真以为每个人都会上班的吗。。。,0,0,0.95,Batch_Inference_DPLD
42768,去当保安吧[doge_金箍]直接一步到位,1,0,0.95,Batch_Inference_DPLD
37150,回复 @LL小老虎 :哈哈要是不喜欢英子公主会被丫鬟集体狙击的[脱单doge],1,0,0.95,Batch_Inference_DPLD
23829,你在期待我赏欣你的作品吗？不，我划走了[doge],1,0,0.95,Batch_Inference_DPLD
5432,你好，可以求链接吗，想读读看[微笑],0,0,0.95,Batch_Inference_DPLD
22975,我是先在见证区混过再来到米游圈子的，只能说在见证区表达欲太高的人，坚定立场的同时，很容易把自己绕进去，再加上他们可能在其他领域有一些奇怪的想法。比如章北海因为马督工那事开炮米游玩家时候，我是真的没想到他能那么直接说出来最低级的二游社区话术，实在太low了[笑哭][笑哭][笑哭]平时的视频不管是观点如何，至少明面上还像回事。。。,1,0,0.95,Batch_Inference_DPLD
5438,回复 @猪大肠炫小米辣 :是的哈哈哈哈[笑哭]脱粉稿里清新脱俗，完全一种拜拜就拜拜骂几句再走，下一个更乖的爽快[妙啊]（,1,0,0.95,Batch_Inference_DPLD
21622,回复 @醉梦东风 :纳塔是整个游戏审查环境宽松了很多。。。到处是泳装，早就被举报整改了。当年四美中安柏改罩杯大小，笑死了,1,0,0.95,Batch_Inference_DPLD
22198,回复 @白黑交わるの羽翼 :额，一直被骂不代表喜欢的人少，而且我感觉网上大部分的低龄玩家已经被驯服了[doge],0,0,0.95,Batch_Inference_DPLD
35566,偷樱花C位还有偷簪子的事不会有粉丝忘了吧[微笑],1,0,0.95,Batch_Inference_DPLD
37663,"记者：马斯克先生，请问您的眼睛是怎么回事？
马斯克：是我儿子打的我………
某人：特喵的我怀疑你在骂我。不就是打了你一拳吗[doge]",1,0,0.95,Batch_Inference_DPLD
38256,那军队得把国会解散了[doge],1,0,0.95,Batch_Inference_DPLD
20508,回复 @异界小黄瓜 : 因为苹果的接头不支持100w快充[doge],0,0,0.95,Batch_Inference_DPLD
9107,版本t0，还好没有强奸未遂这个罪，不然出租男高低是跑不了的[doge],1,0,0.95,Batch_Inference_DPLD
39781,股票吗。。。。见好就收啊哥们,1,0,0.95,Batch_Inference_DPLD
49394,不是血厚 是现在她们依旧在活动，天天在热搜，而且不在韩国也不在咱们这，亚粉根本接触不了她 国外又特别开放包容  国外我感觉除非你鲨人了 别的那些什么家b 吸d 什么都不是事[笑哭][笑哭] 而且她现在还在bp这个组合里 所以。。 我认为归根结底她们是彻底不咋在韩国活动了 国外care她这种抓马的人也不多  只要bp这个ip火 她们不解散 四个人不管谁有黑料都不会迅速flop 不止是她,0,0,0.95,Batch_Inference_DPLD
24942,开着倍速，感觉字幕和声音都没问题[doge_金箍],0,0,0.95,Batch_Inference_DPLD
48541,放个👂 美剧里那句话什么？？,0,0,0.95,Batch_Inference_DPLD
26286,刚开始一点感觉没有，一瞬间就发现问题了，但是up把问题提出来后加深这个错误后，我就开始头晕了，耳朵和眼睛已经吵架了[笑哭],0,0,0.95,Batch_Inference_DPLD
19504,[doge]全服第9016路过,0,0,0.95,Batch_Inference_DPLD
18418,"开服在家，稻妻雷神版本前停了3个月，在心海池子回来就没停了，4.8后我彻底脱敏，也彻底不看社区，现在只关注喜欢的up，喜欢的直播间，和你一样就是开开心心玩游戏，生活。如果说原神5年下来这么多问题，这么多玩家骂，那我1.1-1.4号的fes门票谁在跟我抢？原神就是牛逼，原神就是好，我就是喜欢玩原神。
也有家人修佛法的原因，我心态现在很好。用佛法里的一句话回复那些个“黑流量，黑产”: 现在做的孽，都会在他们以后的生活中还回去，“不是不报，是时候未到”",0,0,0.95,Batch_Inference_DPLD
16197,赢学这方面[滑稽]  总之up和原又赢了,1,0,0.95,Batch_Inference_DPLD
28801,up不怕被看到也被开吗,1,0,0.95,Batch_Inference_DPLD
1937,那我没买房没谈对象没孩子父母还有退休金怎么说？嗯？[doge_金箍],1,0,0.95,Batch_Inference_DPLD
49049,不就像抖音里的擦边女吗……都是为了利益  她们不在意物化自己 甚至我觉得一部分男性凝视就是这群女性刺激加强的  现在越来越多文明程度高的女孩子都在努力拼搏自己的事业 希望能打破或者减轻外界对女性的刻板印象和偏见 而她们就是拖后腿的一批人 Jennie只不过是比她们的平台更高级一些  她站在世界文化里 像是擦边女的领头人 为了博取流量和利益 真的连自我都要舍弃掉了,1,0,0.95,Batch_Inference_DPLD
26180,最后一段，我感觉我像在做英语阅读[微笑]我脑子里读的是乱的，眼里也是乱的,1,0,0.95,Batch_Inference_DPLD
8376,回复 @二十面相不死 : 你那么牛逼有种你也给我当一个教授[滑稽],1,0,0.95,Batch_Inference_DPLD
26517,竖屏自己播放的，从头到尾我都没看屏幕[doge],1,0,0.95,Batch_Inference_DPLD
805,一天一顿，生病就老实了[doge],1,0,0.95,Batch_Inference_DPLD
41994,我一个破烂大专，17年专业对口干工地，也是3000一个月，到现在不大不小的国企工作，月入8k，那感觉还可以……,0,0,0.95,Batch_Inference_DPLD
38509,快进到我再也不玩抽象了[doge],1,0,0.95,Batch_Inference_DPLD
37432,回复 @祭y :……搞怪不是把人搞吐,1,0,0.95,Batch_Inference_DPLD
24864,up做出这个视频也是这个[支持][笑哭],1,0,0.95,Batch_Inference_DPLD
13364,所以原神凉了吗[doge],1,0,0.95,Batch_Inference_DPLD
38497,什么身份啊 让首富和美国总统演戏给你看[doge],1,0,0.95,Batch_Inference_DPLD
17109,原神头3年拿到的是典型的爽文剧本，高瞻远瞩，遭遇抨击，绝地反击，一路长虹……但问题就在于，原神让米哈游成为了行业的龙头，这个龙头却未能秉持住当年奋斗者的初心，从规则的参与者、制定者到最高峰的突破者，再到近两年逐渐成为自缚牢笼的固守者……不可否认，当年的屠龙少年正在上演成为恶龙的变化过程……你要是说原神很差，那有点昧良心，因为他总能端出75分的作品偶尔也能过个80分，让你能吃的还可以也能吃饱，但是你想要尝到新鲜，尝到热情，找到当年惊艳的感觉，已经很难了……这就是流水线大厂的乐与悲，他不敢失败，所以也不敢大踏步的创新和尝试，不敢轻易的和原来轻装上阵一样敢于不断突破自己，放飞想象力和创造力……只能说,0,0,0.95,Batch_Inference_DPLD
14536,大公司通病，但也不能说没有进步，就像挪德卡莱就类似于赛博朋克那种废土风格，又加上了圣地那种，美术和剧情都过得去，算是回暖了吧[tv_doge],0,0,0.95,Batch_Inference_DPLD
16301,开服坚持到5.8，以前还在坚持是想看看完整的7国故事，看完5.8剧情感觉还是算了吧，坚持下去感觉也没啥意义，而且大世界探索也非常疲累，我曾很多次反馈优化大世界探索和跑图，好消息优化了，坏消息全在限定up身上，还有就是那些恶心的定制怪老老实实待在深渊不行吗，把它整到大世界来，对我这种牢角色爱好者来说那简直遭老罪了，我希望它变好，可它变得越来越烂，没意思,1,0,0.95,Batch_Inference_DPLD
3753,10.15 没错是这样的[妙啊][妙啊],1,0,0.95,Batch_Inference_DPLD
24059,。。。没开声音课上看的，最nb的是看懂了每一句,1,0,0.95,Batch_Inference_DPLD
17598,"回复 @沐易昜 :探索便利化这一块鸣潮确实做的挺好的，虽然我只是开服玩了不到半个月，但是看后面2.0的自由飞行和现在3.0的摩托在探索爽度这一块做得都挺好的，光看视频就很爽了不用说上手玩。
剧情这一块嘛还是比较看个人口味，其实文娱作品的剧情都有自己的受众：喜欢的很喜欢，恨不得逐字逐句分析；不喜欢的一个字都懒得看巴不得早点跳过，这再正常不过了。毕竟众口难调，厂商没有义务也没有能力做出让所有人满意的剧情，作为玩家选择自己喜欢的就好，就跟吃东西是一个道理，不喜欢就不吃呗[doge]",0,0,0.95,Batch_Inference_DPLD
23666,受社会现实的启发，我创建了一个“去商品化联盟”，想加入的可以私我[doge],0,0,0.95,Batch_Inference_DPLD
27687,回复 @孤山与孤水 :我还有个五个字五千赞的评论，哪天你没准能刷到那个视频[doge_金箍],0,0,0.95,Batch_Inference_DPLD
45264,支持up！忍那些……很久了,1,0,0.95,Batch_Inference_DPLD
36517,好萌……,0,0,0.95,Batch_Inference_DPLD
35340,@Logsounds_oo [微笑],1,0,0.95,Batch_Inference_DPLD
35836,披萨没事吧?[撇嘴],1,0,0.95,Batch_Inference_DPLD
21372,希望社区里多一点和up一样注重质量和内容的up，少一点只会夸和贬的,0,0,0.95,Batch_Inference_DPLD
27873,能沟通是沟通的前提[微笑],1,0,0.95,Batch_Inference_DPLD
4178,韩娱粉现在还想着自己高内娱粉一等呢，讲真的，内娱粉给280万送钱，208万多多少少要交税，韩娱粉给韩娱爱豆送钱那就是给韩军送钱，爱中国？爱钱才是真的，更何况韩娱塌房也不比内娱少，吸毒都可以复出……,1,0,0.95,Batch_Inference_DPLD
40295,啤酒馆演讲[doge][doge],1,0,0.95,Batch_Inference_DPLD
17911,[doge]原神的出圈靠得不就是中国文化的博大精深吗？是中国文化的输出，是中国文化的魅力才对,0,0,0.95,Batch_Inference_DPLD
38113,封面在吵架吗？[doge],1,0,0.95,Batch_Inference_DPLD
49585,我专门花了钱看你扭的，你扭一半下去了？？要么退钱，要么继续上来跳！！职业道德,1,0,0.95,Batch_Inference_DPLD
1183,公务员想赚大钱。。。。基本都在刑法里了。想发财没问题，放弃你现在的身份你愿意么。你可要知道公务员8000体制内是很多人做梦都想的，想发大财是人之常情，但是有句话叫做风量越大鱼越贵。想发财就看你敢不敢赌。,1,0,0.95,Batch_Inference_DPLD
35747,讲真的，她算可爱的，如果她吃的时候不要嘟嘴，我是可以接受的，就是第7第8秒的表情真的油到我了。拍食物就要展现出食物好吃而不是人好看，这样反而不好看，哪怕狼吞虎咽的吃我都觉得更有食欲。。。,0,0,0.95,Batch_Inference_DPLD
33649,这表情……,1,0,0.95,Batch_Inference_DPLD
30447,就是要啥没啥才能整顿[doge],1,0,0.95,Batch_Inference_DPLD
34759,@今天放奶屁了吗 学[脱单doge],1,0,0.95,Batch_Inference_DPLD
44105,鸳鸯那一段，李夫人的表情实在是。。。好可怕,1,0,0.95,Batch_Inference_DPLD
3724,新歌一出更火了[歪嘴],1,0,0.95,Batch_Inference_DPLD
44940,本来从来不会联想这么多的结果网上一直这样玩这种烂梗导致我现在一看到这些词都已经习惯性想到多重意思了，真的是被动的被污染到了，求求停止把正常词汇污名化了[无语][无语][无语][无语],1,0,0.95,Batch_Inference_DPLD
10167,回复 @发条力 :不一样吗[辣眼睛]我说，后续如果再有给你要钱的，你一分也别给了，出过的钱就当你爱好了[妙啊][妙啊]我又在外地上学，没辙,1,0,0.95,Batch_Inference_DPLD
4864,回复 @鸦博本博 :不认识是哪个。视频里出现了那几个人去白宫讲话的片段，当时在说“韩国有时利用明星达到ZZ目的”，这本身是很中性的说法，没有涉及该团R华问题及up相应的态度。如有其他提及也可指路。,0,0,0.95,Batch_Inference_DPLD
37121,啊啊啊啊啊啊还能这么用确实啊啊啊啊啊啊啊啊啊啊啊我真是，，，，,0,0,0.95,Batch_Inference_DPLD
45466,福字！福多好个字，“傻福”现在拿来骂人，福字明明是吉祥的意思，贴在大门上，现在被污化成“逼”，我一直很好奇是不是有人在互联网上散布有毒的东西。。。把低俗当有趣。消解文化。🙄🙄🙄,1,0,0.95,Batch_Inference_DPLD
30872,你看旁边队友都吃的挺正常的。。导演只会给个指导性语言，具体动作是她们自己做的,0,0,0.95,Batch_Inference_DPLD
36108,这眼像是瘸了[doge],1,0,0.95,Batch_Inference_DPLD
17888,笑死了，up说的非常合理的玩家之声在官号下一说包被喷的，真成纯白无瑕的游戏了,1,0,0.95,Batch_Inference_DPLD
13033,重点是原神都五年了，黄毛还是那个黄毛，“游戏摄像机”称号依然稳得一批[抠鼻],1,0,0.95,Batch_Inference_DPLD
29100,回复 @怎么有那么多重名的 :所以我之前的人物志视频。。。无了，平台说涉县侵犯他人隐私，应该是被举报了吧，不是很清楚，但好亏[大哭][大哭][大哭][大哭],1,0,0.95,Batch_Inference_DPLD
4870,考古了下up的确是bts粉…,0,0,0.95,Batch_Inference_DPLD
11070,回复 @弹幕点赞君 :国内论战圈常用量级论，基金会里的死三，超常态等在国内也就论外二线的水平，有很多作品量级都比这高的，单体以上的量级都至少无限倍差距，一般认可以无视特殊能力，就像用二阶的绝对抹杀可以战胜一阶的不死不灭一样[doge],0,0,0.95,Batch_Inference_DPLD
27973,我还没入职，在某大行网培期间，白天实习早上六点半到岗位，晚上上网课，上完考试，网课不能跳越不能快进，时不时来写一个1500的报告，还没正式签劳动合同，仅仅签了三方我就觉得吃不消了…………,0,0,0.95,Batch_Inference_DPLD
37164,看了这广告完全不觉得这披萨好吃。。。,0,0,0.95,Batch_Inference_DPLD
41956,摇奶茶去拉[doge],1,0,0.95,Batch_Inference_DPLD
47773,这是一个骂Jennie就有流量的账号，其实up是喜欢Jennie的，或者说虐恋。,1,0,0.95,Batch_Inference_DPLD
21397,"可不，游戏怎么样自己玩了才知道有人喜欢剧情，有人喜欢地图，各有各的爱好。人要是连自己喜欢什么都不知道，那就太可悲了。
当然，也有人喜欢社区[doge]",0,0,0.95,Batch_Inference_DPLD
925,真希望早十年就有这些博主，这样我的进步速度能加速5年[doge_金箍],1,0,0.95,Batch_Inference_DPLD
280,"这个视频又被推荐到首页了。。忍不住吐槽一下封面大字“月薪是贫穷的原因”。。。这就跟说饭是饿肚子的原因一样。。你自己看看有逻辑吗[笑哭]
如果说错了当我没说，质疑就是你对。",1,0,0.95,Batch_Inference_DPLD
24235,边听小说边长时间干一件事让我可以很好的把注意转移到一个东西上且尽小的不收到其他信息的干扰[doge],0,0,0.95,Batch_Inference_DPLD
20345,@尺玉簫飛練 @哆来咪__ 这游戏确实开服玩到现在也有过退坑回坑，确实难杀[doge_金箍],0,0,0.95,Batch_Inference_DPLD
9334,应该给耍了？看你起诉。老板就说还，然后你撤诉了没有裁判书？？？,1,0,0.95,Batch_Inference_DPLD
33757,我觉得挺可爱的呀 [doge],0,0,0.95,Batch_Inference_DPLD
